Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score,Total_Study_Time,Study_Efficiency,Gender_Male,School_Type_Public,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_Low,Access_to_Resources_Medium,Extracurricular_Activities_Yes,Motivation_Level_Low,Motivation_Level_Medium,Internet_Access_Yes,Family_Income_Low,Family_Income_Medium,Teacher_Quality_Low,Teacher_Quality_Medium,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_Yes,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Moderate,Distance_from_Home_Near
17,86,5,97,3.0,3,71,51.0,3.9444444444444446,True,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
23,98,7,54,0.0,3,68,0.0,2.8333333333333335,False,True,False,True,True,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True
21,60,7,80,0.0,4,64,0.0,2.909090909090909,True,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True
26,70,8,75,1.0,4,63,26.0,2.3333333333333335,False,False,False,True,True,False,True,False,True,True,False,True,True,False,True,False,True,True,False,False,False
16,97,6,92,0.0,4,71,0.0,4.176470588235294,True,False,False,True,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True
18,97,4,75,0.0,3,69,0.0,3.6315789473684212,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False
18,89,4,73,3.0,2,75,54.0,3.9473684210526314,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True
11,91,6,94,3.0,3,68,33.0,5.666666666666667,True,True,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False
22,64,7,98,1.0,3,62,22.0,2.6956521739130435,True,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
22,81,7,77,2.0,3,68,44.0,2.9565217391304346,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False
20,69,6,73,2.0,3,66,40.0,3.142857142857143,True,False,False,False,False,False,True,False,True,True,True,False,False,True,False,True,False,True,False,False,False
19,67,5,92,0.0,3,64,0.0,3.2,True,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True
12,92,4,92,2.0,3,67,24.0,5.153846153846154,True,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False
17,65,8,66,1.0,4,65,17.0,3.611111111111111,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,True,False
18,79,7,79,0.0,3,65,0.0,3.4210526315789473,True,False,False,True,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False
15,98,6,58,0.0,3,69,0.0,4.3125,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True
19,67,5,82,1.0,3,63,19.0,3.15,True,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True
22,99,6,92,3.0,4,72,66.0,3.130434782608696,True,True,False,True,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True,True,False
31,100,7,59,2.0,5,75,62.0,2.34375,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False
21,82,7,66,3.0,3,69,63.0,3.1363636363636362,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True
22,67,7,72,3.0,2,67,66.0,2.9130434782608696,False,True,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False
20,73,9,92,2.0,3,69,40.0,3.2857142857142856,True,True,False,False,False,True,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True
8,77,6,87,0.0,2,63,0.0,7.0,True,True,False,False,False,True,True,False,True,True,True,False,False,True,True,False,False,True,False,True,False
20,72,9,66,3.0,3,67,60.0,3.1904761904761907,True,False,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,False,True,False,True
20,71,7,62,2.0,5,66,40.0,3.142857142857143,True,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True
35,99,7,85,2.0,2,75,70.0,2.0833333333333335,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,True
19,66,8,74,1.0,3,64,19.0,3.2,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True
22,89,6,80,1.0,3,73,22.0,3.1739130434782608,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,True
20,60,7,82,2.0,4,63,40.0,3.0,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,True
13,84,5,78,1.0,2,65,13.0,4.642857142857143,True,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True
27,97,8,81,0.0,5,73,0.0,2.607142857142857,False,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True
25,72,8,94,2.0,4,70,50.0,2.6923076923076925,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False
25,67,9,93,2.0,3,68,50.0,2.6153846153846154,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,True,False,False,True
15,86,7,57,1.0,3,65,15.0,4.0625,True,True,False,True,False,True,True,False,True,True,False,True,False,True,False,False,False,False,False,False,True
28,89,9,79,0.0,1,71,0.0,2.4482758620689653,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False
12,88,6,72,2.0,2,64,24.0,4.923076923076923,True,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
24,73,8,64,3.5,3,68,84.0,2.72,True,False,False,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,True,False
33,70,6,82,1.0,4,69,33.0,2.0294117647058822,True,True,False,True,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True
14,98,7,76,0.0,4,69,0.0,4.6,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False
17,97,8,89,1.0,4,69,17.0,3.8333333333333335,True,True,False,True,False,True,False,False,True,True,True,False,False,True,True,False,False,True,False,False,False
21,78,10,55,1.0,2,67,21.0,3.0454545454545454,True,False,False,True,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True
17,94,8,65,3.5,6,68,59.5,3.7777777777777777,False,True,True,False,False,True,True,True,False,True,False,True,False,True,True,False,False,True,False,False,False
11,78,8,51,2.0,3,64,22.0,5.333333333333333,True,True,False,True,False,False,True,False,True,True,True,False,False,True,True,False,False,False,True,False,True
20,77,6,87,0.0,4,66,0.0,3.142857142857143,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True
14,66,7,96,3.0,3,63,42.0,4.2,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True
23,77,7,79,0.0,2,66,0.0,2.75,True,True,False,True,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,False
14,81,9,81,1.0,3,66,14.0,4.4,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True
29,61,7,52,3.0,3,67,87.0,2.2333333333333334,False,False,False,True,False,False,True,True,False,True,True,False,False,True,False,True,False,False,False,False,True
15,78,9,75,1.0,1,65,15.0,4.0625,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True
18,91,5,76,1.0,3,68,18.0,3.5789473684210527,False,True,True,False,False,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True
25,87,9,52,1.0,2,68,25.0,2.6153846153846154,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True
13,85,6,89,0.0,1,65,0.0,4.642857142857143,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True
21,96,8,64,2.0,0,71,42.0,3.227272727272727,True,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
28,61,6,86,1.0,3,65,28.0,2.2413793103448274,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False
10,82,8,70,3.0,1,64,30.0,5.818181818181818,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True,True,False,True,False,True
21,91,6,100,0.0,2,72,0.0,3.272727272727273,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True
22,82,9,61,2.0,2,65,44.0,2.8260869565217392,False,True,False,True,False,True,False,False,True,True,True,False,False,True,False,False,True,True,False,False,True
25,73,8,53,0.0,5,66,0.0,2.5384615384615383,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
13,65,6,99,0.0,4,61,0.0,4.357142857142857,True,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,True
12,96,8,62,2.0,3,68,24.0,5.230769230769231,False,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True
23,79,8,82,3.0,3,69,69.0,2.875,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
22,95,6,69,1.0,3,72,22.0,3.130434782608696,False,True,False,True,False,False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,True
22,83,5,82,2.0,3,71,44.0,3.0869565217391304,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False,True,False,True
22,87,5,80,2.0,3,70,44.0,3.0434782608695654,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True
16,92,5,85,1.0,2,68,16.0,4.0,True,True,False,True,False,False,True,True,False,True,True,False,False,True,True,False,False,True,False,True,False
21,86,5,51,2.0,2,67,42.0,3.0454545454545454,False,True,True,False,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False,True,False
22,76,8,92,1.0,4,68,22.0,2.9565217391304346,False,True,False,True,False,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True
16,81,8,74,3.0,2,68,48.0,4.0,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True
31,92,4,76,2.0,4,72,62.0,2.25,True,True,False,True,False,True,True,False,True,True,False,True,False,False,False,True,True,True,False,False,False
23,75,6,71,0.0,2,65,0.0,2.7083333333333335,True,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True
13,76,5,99,2.0,4,66,26.0,4.714285714285714,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
24,64,8,90,0.0,3,65,0.0,2.6,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True
14,97,6,66,2.0,3,67,28.0,4.466666666666667,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True
25,64,5,89,2.0,4,66,50.0,2.5384615384615383,True,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False
27,86,7,72,1.0,4,69,27.0,2.4642857142857144,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
15,77,8,94,0.0,3,66,0.0,4.125,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False
26,76,6,52,3.5,3,69,91.0,2.5555555555555554,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,True
22,87,7,68,0.0,2,67,0.0,2.9130434782608696,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True
25,63,6,71,1.0,3,66,25.0,2.5384615384615383,True,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,False,True,False,False,True
31,84,9,87,2.0,3,71,62.0,2.21875,True,False,False,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False
19,91,6,59,3.5,4,70,66.5,3.5,True,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False
15,93,6,64,2.0,4,71,30.0,4.4375,True,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True
15,67,7,86,1.0,3,66,15.0,4.125,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True
15,96,7,54,3.0,2,67,45.0,4.1875,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
20,86,8,60,1.0,4,66,20.0,3.142857142857143,False,True,False,False,True,False,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False
22,95,9,88,0.0,2,72,0.0,3.130434782608696,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True
22,79,9,94,1.0,3,68,22.0,2.9565217391304346,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True
25,82,6,86,3.0,3,69,75.0,2.6538461538461537,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True
20,97,7,76,2.0,3,71,40.0,3.380952380952381,True,False,False,True,False,True,True,True,False,True,True,False,True,False,False,True,False,False,True,False,True
29,96,9,55,0.0,2,70,0.0,2.3333333333333335,False,True,False,True,False,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,False
18,78,9,91,2.0,4,67,36.0,3.526315789473684,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
36,71,6,56,2.0,2,69,72.0,1.864864864864865,True,True,False,True,False,True,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False
24,76,8,69,2.0,1,65,48.0,2.6,True,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False
15,76,8,53,1.0,4,65,15.0,4.0625,True,True,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True
14,71,8,85,2.0,4,64,28.0,4.266666666666667,True,True,False,True,False,True,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True
23,71,9,75,1.0,2,63,23.0,2.625,True,True,True,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,True
19,94,5,95,3.0,2,69,57.0,3.45,True,True,True,False,False,True,True,False,True,True,True,False,True,False,False,True,False,True,False,True,False
24,63,6,57,1.0,5,64,24.0,2.56,False,False,False,True,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True
23,87,8,91,0.0,3,72,0.0,3.0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False
20,67,7,76,0.0,4,63,0.0,3.0,True,True,True,False,False,True,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True
15,74,4,68,3.0,3,64,45.0,4.0,False,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,False,True,False,False,True
11,62,5,82,3.0,4,64,33.0,5.333333333333333,True,False,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False
17,71,8,90,3.5,1,67,59.5,3.7222222222222223,True,True,False,True,False,True,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False
25,91,8,72,2.0,0,71,50.0,2.730769230769231,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True
